id,price_doc
30481.0,3769619.2
30482.0,3769619.2
30483.0,3769619.2
30484.0,3927538.2
30485.0,3769619.2
30486.0,3927538.2
30487.0,3927538.2
30488.0,3927538.2
30489.0,3769619.2
30490.0,3927538.2
30491.0,3927538.2
30492.0,3927538.2
30493.0,3927538.2
30494.0,3769619.2
30495.0,3927538.2
30496.0,3927538.2
30497.0,3769619.2
30498.0,3927538.2
30499.0,3927538.2
30500.0,3927538.2
30501.0,3927538.2
30502.0,3927538.2
30503.0,3769619.2
30504.0,3769619.2
30505.0,3927538.2
30506.0,3440881.0
30507.0,3769619.2
30508.0,3769619.2
30509.0,3769619.2
30510.0,3769619.2
30511.0,3769619.2
30512.0,3927538.2
30513.0,3769619.2
30514.0,3939619.2
30515.0,3769619.2
30516.0,3927538.2
30517.0,3927538.2
30518.0,3769619.2
30519.0,3927538.2
30520.0,3769619.2
30521.0,5444000.0
30522.0,3927538.2
30523.0,3769619.2
30524.0,3769619.2
30525.0,29751600.0
30526.0,3769619.2
30527.0,3769619.2
30528.0,3927538.2
30529.0,3769619.2
30530.0,3927538.2
30531.0,3927538.2
30532.0,3769619.2
30533.0,22351600.0
30534.0,3769619.2
30535.0,3769619.2
30536.0,3769619.2
30537.0,3927538.2
30538.0,3927538.2
30539.0,24501671.8
30540.0,3769619.2
30541.0,3927538.2
30542.0,3939619.2
30543.0,3927538.2
30544.0,3927538.2
30545.0,3927538.2
30546.0,3769619.2
30547.0,3927538.2
30548.0,3769619.2
30549.0,3769619.2
30550.0,3927538.2
30551.0,3769619.2
30552.0,3300881.0
30553.0,28220000.0
30554.0,3927538.2
30555.0,3769619.2
30556.0,3927538.2
30557.0,3769619.2
30558.0,3927538.2
30559.0,3927538.2
30560.0,3927538.2
30561.0,3927538.2
30562.0,3927538.2
30563.0,24501671.8
30564.0,3769619.2
30565.0,3927538.2
30566.0,3769619.2
30567.0,3939619.2
30568.0,23631600.0
30569.0,3927538.2
30570.0,3927538.2
30571.0,3927538.2
30572.0,3769619.2
30573.0,3927538.2
30574.0,3927538.2
30575.0,3927538.2
30576.0,3927538.2
30577.0,3927538.2
30578.0,3440881.0
30579.0,3927538.2
30580.0,3927538.2
30581.0,3927538.2
30582.0,3927538.2
30583.0,3769619.2
30584.0,3927538.2
30585.0,3769619.2
30586.0,3927538.2
30587.0,3769619.2
30588.0,3769619.2
30589.0,3927538.2
30590.0,3927538.2
30591.0,3927538.2
30592.0,3927538.2
30593.0,3927538.2
30594.0,24501671.8
30595.0,10277538.2
30596.0,3927538.2
30597.0,3927538.2
30598.0,3769619.2
30599.0,3927538.2
30600.0,24348837.6
30601.0,3769619.2
30602.0,3939619.2
30603.0,3927538.2
30604.0,3927538.2
30605.0,3769619.2
30606.0,3927538.2
30607.0,3927538.2
30608.0,3769619.2
30609.0,3769619.2
30610.0,3927538.2
30611.0,3769619.2
30612.0,3927538.2
30613.0,3927538.2
30614.0,3927538.2
30615.0,3927538.2
30616.0,3769619.2
30617.0,3927538.2
30618.0,3927538.2
30619.0,24501671.8
30620.0,3440881.0
30621.0,22351600.0
30622.0,23631600.0
30623.0,3769619.2
30624.0,3769619.2
30625.0,3927538.2
30626.0,3769619.2
30627.0,3927538.2
30628.0,3769619.2
30629.0,3927538.2
30630.0,24501671.8
30631.0,3769619.2
30632.0,3769619.2
30633.0,3769619.2
30634.0,3927538.2
30635.0,3927538.2
30636.0,3769619.2
30637.0,3769619.2
30638.0,3927538.2
30639.0,3769619.2
30640.0,3769619.2
30641.0,3927538.2
30642.0,3927538.2
30643.0,3769619.2
30644.0,3927538.2
30645.0,3927538.2
30646.0,3769619.2
30647.0,3927538.2
30648.0,3927538.2
30649.0,3440881.0
30650.0,3927538.2
30651.0,3440881.0
30652.0,3927538.2
30653.0,3927538.2
30654.0,3769619.2
30655.0,6629138.2
30656.0,3769619.2
30657.0,3927538.2
30658.0,3927538.2
30659.0,3769619.2
30660.0,3927538.2
30661.0,3927538.2
30662.0,3769619.2
30663.0,3927538.2
30664.0,32331600.0
30665.0,3769619.2
30666.0,3440881.0
30667.0,3769619.2
30668.0,3927538.2
30669.0,3769619.2
30670.0,3927538.2
30671.0,3927538.2
30672.0,6629138.2
30673.0,3927538.2
30674.0,3927538.2
30675.0,3939619.2
30676.0,3927538.2
30677.0,3927538.2
30678.0,3769619.2
30679.0,3769619.2
30680.0,3769619.2
30681.0,3927538.2
30682.0,3927538.2
30683.0,3927538.2
30684.0,3927538.2
30685.0,3769619.2
30686.0,3769619.2
30687.0,3769619.2
30688.0,3769619.2
30689.0,32331600.0
30690.0,3927538.2
30691.0,3927538.2
30692.0,3769619.2
30693.0,3927538.2
30694.0,3927538.2
30695.0,3769619.2
30696.0,30480000.0
30697.0,23431600.0
30698.0,3927538.2
30699.0,3927538.2
30700.0,3769619.2
30701.0,3927538.2
30702.0,3769619.2
30703.0,3769619.2
30704.0,3927538.2
30705.0,3769619.2
30706.0,3927538.2
30707.0,3939619.2
30708.0,3927538.2
30709.0,3769619.2
30710.0,3927538.2
30711.0,3769619.2
30712.0,3769619.2
30713.0,3927538.2
30714.0,3769619.2
30715.0,3769619.2
30716.0,3927538.2
30717.0,3927538.2
30718.0,3927538.2
30719.0,3927538.2
30720.0,3769619.2
30721.0,26851600.0
30722.0,3769619.2
30723.0,3769619.2
30724.0,3927538.2
30725.0,3769619.2
30726.0,3927538.2
30727.0,3769619.2
30728.0,3769619.2
30729.0,3939619.2
30730.0,3927538.2
30731.0,3769619.2
30732.0,3927538.2
30733.0,3927538.2
30734.0,3769619.2
30735.0,3927538.2
30736.0,24501671.8
30737.0,30480000.0
30738.0,3769619.2
30739.0,3939619.2
30740.0,3769619.2
30741.0,3927538.2
30742.0,3769619.2
30743.0,3769619.2
30744.0,3927538.2
30745.0,3927538.2
30746.0,3927538.2
30747.0,22351600.0
30748.0,3927538.2
30749.0,23631600.0
30750.0,3769619.2
30751.0,3927538.2
30752.0,3927538.2
30753.0,3927538.2
30754.0,3927538.2
30755.0,3939619.2
30756.0,24348837.6
30757.0,3927538.2
30758.0,3927538.2
30759.0,3927538.2
30760.0,3939619.2
30761.0,3927538.2
30762.0,3769619.2
30763.0,3927538.2
30764.0,3769619.2
30765.0,3927538.2
30766.0,3939619.2
30767.0,3927538.2
30768.0,3927538.2
30769.0,3927538.2
30770.0,3769619.2
30771.0,3927538.2
30772.0,3927538.2
30773.0,3927538.2
30774.0,3769619.2
30775.0,3927538.2
30776.0,3769619.2
30777.0,3769619.2
30778.0,3927538.2
30779.0,3769619.2
30780.0,3769619.2
30781.0,3927538.2
30782.0,3769619.2
30783.0,3769619.2
30784.0,3769619.2
30785.0,3927538.2
30786.0,3769619.2
30787.0,3927538.2
30788.0,3769619.2
30789.0,3927538.2
30790.0,29951600.0
30791.0,3769619.2
30792.0,3769619.2
30793.0,3769619.2
30794.0,17438738.2
30795.0,3927538.2
30796.0,3927538.2
30797.0,3927538.2
30798.0,3927538.2
30799.0,3769619.2
30800.0,3927538.2
30801.0,3769619.2
30802.0,3927538.2
30803.0,3769619.2
30804.0,3927538.2
30805.0,29090000.0
30806.0,3769619.2
30807.0,3927538.2
30808.0,3927538.2
30809.0,3769619.2
30810.0,3927538.2
30811.0,3769619.2
30812.0,3769619.2
30813.0,3927538.2
30814.0,3769619.2
30815.0,3927538.2
30816.0,3769619.2
30817.0,3939619.2
30818.0,3927538.2
30819.0,3927538.2
30820.0,3769619.2
30821.0,3927538.2
30822.0,29951600.0
30823.0,3769619.2
30824.0,3927538.2
30825.0,3769619.2
30826.0,3927538.2
30827.0,3769619.2
30828.0,3927538.2
30829.0,3927538.2
30830.0,3927538.2
30831.0,3927538.2
30832.0,3927538.2
30833.0,3769619.2
30834.0,3769619.2
30835.0,3927538.2
30836.0,3769619.2
30837.0,3927538.2
30838.0,3927538.2
30839.0,3927538.2
30840.0,3927538.2
30841.0,3927538.2
30842.0,3927538.2
30843.0,3927538.2
30844.0,24445028.4
30845.0,3769619.2
30846.0,3769619.2
30847.0,3927538.2
30848.0,3769619.2
30849.0,3927538.2
30850.0,3769619.2
30851.0,3769619.2
30852.0,3927538.2
30853.0,3769619.2
30854.0,3927538.2
30855.0,3769619.2
30856.0,3927538.2
30857.0,3769619.2
30858.0,3769619.2
30859.0,3769619.2
30860.0,3927538.2
30861.0,3927538.2
30862.0,3769619.2
30863.0,24445028.4
30864.0,3927538.2
30865.0,3769619.2
30866.0,3927538.2
30867.0,3927538.2
30868.0,3927538.2
30869.0,3769619.2
30870.0,3927538.2
30871.0,3927538.2
30872.0,3769619.2
30873.0,3769619.2
30874.0,3927538.2
30875.0,3769619.2
30876.0,3769619.2
30877.0,3927538.2
30878.0,3927538.2
30879.0,3769619.2
30880.0,3769619.2
30881.0,3939619.2
30882.0,3927538.2
30883.0,3769619.2
30884.0,3927538.2
30885.0,3769619.2
30886.0,3927538.2
30887.0,3927538.2
30888.0,24445028.4
30889.0,3769619.2
30890.0,3769619.2
30891.0,3939619.2
30892.0,3939619.2
30893.0,3769619.2
30894.0,3769619.2
30895.0,3927538.2
30896.0,3769619.2
30897.0,3927538.2
30898.0,3769619.2
30899.0,3927538.2
30900.0,3927538.2
30901.0,3927538.2
30902.0,3939619.2
30903.0,3927538.2
30904.0,3927538.2
30905.0,3927538.2
30906.0,3769619.2
30907.0,3927538.2
30908.0,3769619.2
30909.0,3769619.2
30910.0,3927538.2
30911.0,3927538.2
30912.0,3769619.2
30913.0,22571600.0
30914.0,3927538.2
30915.0,32331600.0
30916.0,3927538.2
30917.0,29951600.0
30918.0,3769619.2
30919.0,3939619.2
30920.0,3769619.2
30921.0,3769619.2
30922.0,3769619.2
30923.0,3927538.2
30924.0,3769619.2
30925.0,26851600.0
30926.0,3769619.2
30927.0,3769619.2
30928.0,3927538.2
30929.0,3769619.2
30930.0,3927538.2
30931.0,3769619.2
30932.0,3927538.2
30933.0,3927538.2
30934.0,3927538.2
30935.0,3769619.2
30936.0,3769619.2
30937.0,3927538.2
30938.0,3927538.2
30939.0,3769619.2
30940.0,3769619.2
30941.0,3769619.2
30942.0,3927538.2
30943.0,3927538.2
30944.0,3769619.2
30945.0,3927538.2
30946.0,3927538.2
30947.0,3769619.2
30948.0,3927538.2
30949.0,3769619.2
30950.0,3927538.2
30951.0,3927538.2
30952.0,3927538.2
30953.0,3927538.2
30954.0,3769619.2
30955.0,25431600.0
30956.0,3769619.2
30957.0,3927538.2
30958.0,3927538.2
30959.0,3927538.2
30960.0,3927538.2
30961.0,3927538.2
30962.0,3927538.2
30963.0,3927538.2
30964.0,3927538.2
30965.0,3927538.2
30966.0,29951600.0
30967.0,3927538.2
30968.0,3927538.2
30969.0,3927538.2
30970.0,24501671.8
30971.0,3927538.2
30972.0,3927538.2
30973.0,3927538.2
30974.0,3769619.2
30975.0,3927538.2
30976.0,3927538.2
30977.0,3769619.2
30978.0,3927538.2
30979.0,3927538.2
30980.0,3939619.2
30981.0,3769619.2
30982.0,3769619.2
30983.0,3927538.2
30984.0,3927538.2
