id,price_doc
30474,34513544.1333
30475,34333544.1333
30476,34513544.1333
30477,9496959.03404
30478,33725904.1333
30479,34333544.1333
30480,11358993.3543
30481,9496959.03404
30482,33763687.0667
30483,32519585.85
30484,12487140.5515
30485,25919185.7429
30486,26894585.85
30487,26766528.75
30488,11358993.3543
30489,9187085.54561
30490,11179231.3457
30491,34513544.1333
30492,26766528.75
30493,38413544.1333
30494,25919185.7429
30495,34451044.1333
30496,12900242.0803
30497,13761370.5515
30498,34333544.1333
30499,34333544.1333
30500,34333544.1333
30501,34333544.1333
30502,23451528.35
30503,34289794.1333
30504,34289794.1333
30505,34513544.1333
30506,9713812.87542
30507,15665931.9889
30508,12439326.7848
30509,32498544.5333
30510,32498544.5333
30511,34451044.1333
30512,34513544.1333
30513,12439326.7848
30514,27138191.8143
30515,12487140.5515
30516,13761370.5515
30517,34513544.1333
30518,34513544.1333
30519,34333544.1333
30520,13136618.459
30521,32498544.5333
30522,12818873.1884
30523,34333544.1333
30524,38189794.1333
30525,39513544.1333
30526,25362243.2429
30527,23451528.35
30528,34333544.1333
30529,34333544.1333
30530,34333544.1333
30531,34333544.1333
30532,23503324.3333
30533,34333544.1333
30534,25919185.7429
30535,32498544.5333
30536,22791398.35
30537,32498544.5333
30538,34333544.1333
30539,14893888.2222
30540,32498544.5333
30541,34513544.1333
30542,9167160.34099
30543,34333544.1333
30544,34333544.1333
30545,34513544.1333
30546,23451528.35
30547,13136618.459
30548,22791398.35
30549,25919185.7429
30550,29183544.1333
30551,24409124.5667
30552,27299039.6643
30553,34513544.1333
30554,32678544.5333
30555,12439326.7848
30556,34513544.1333
30557,32455196.6833
30558,34513544.1333
30559,32802696.2833
30560,34333544.1333
30561,34333544.1333
30562,10173392.9757
30563,37732520
30564,34451044.1333
30565,26766528.75
30566,11000092.3998
30567,9713812.87542
30568,34513544.1333
30569,34333544.1333
30570,32533544.1333
30571,34333544.1333
30572,15665931.9889
30573,32498544.5333
30574,29183544.1333
30575,38413544.1333
30576,26766528.75
30577,34172696.2833
30578,9713812.87542
30579,34333544.1333
30580,29022696.2833
30581,29183544.1333
30582,34513544.1333
30583,15665931.9889
30584,34333544.1333
30585,11632517.376
30586,32678544.5333
30587,8762923.67561
30588,34513544.1333
30589,32475904.1333
30590,32678544.5333
30591,32498544.5333
30592,34333544.1333
30593,27478454.7333
30594,14893888.2222
30595,34333544.1333
30596,13027654.4267
30597,32498544.5333
30598,32498544.5333
30599,34333544.1333
30600,14893888.2222
30601,34451044.1333
30602,27138191.8143
30603,32498544.5333
30604,32498544.5333
30605,32498544.5333
30606,34333544.1333
30607,34451044.1333
30608,11632517.376
30609,9187085.54561
30610,23451528.35
30611,12439326.7848
30612,32498544.5333
30613,32616044.5333
30614,27478454.7333
30615,29183544.1333
30616,12439326.7848
30617,31890904.5333
30618,34333544.1333
30619,14893888.2222
30620,27299039.6643
30621,34513544.1333
30622,34513544.1333
30623,34333544.1333
